Case_ID,Sample_ID,Age_2010,Race,Sex,Highest_Grade_Completed,Marital_Status,Region,Income_Year,Income,avg_LT_rate
1080,5,45,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2000,25000,6.186852589641434
1080,5,45,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2002,6500,5.480178064516129
1080,5,45,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2004,7500,4.845420000000001
1080,5,45,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2006,7500,4.76882
1080,5,45,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2008,10000,4.556494023904381
1080,5,45,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2010,9500,3.9247597609561753
1081,1,48,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2000,36000,6.186852589641434
1081,1,48,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2002,31000,5.480178064516129
1081,1,48,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2004,29000,4.845420000000001
1081,1,48,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2006,38262,4.76882
1081,1,48,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2008,54500,4.556494023904381
1081,1,48,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2010,47700,3.9247597609561753
1082,5,46,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2000,55000,6.186852589641434
1082,5,46,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2002,60000,5.480178064516129
1082,5,46,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2004,75000,4.845420000000001
1082,5,46,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2006,70000,4.76882
1082,5,46,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2008,85000,4.556494023904381
1082,5,46,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2010,160000,3.9247597609561753
1085,1,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2000,23000,6.186852589641434
1085,1,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2002,29676,5.480178064516129
1085,1,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2004,35349,4.845420000000001
1085,1,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2006,36000,4.76882
1085,1,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2008,26066,4.556494023904381
1085,1,49,Non-Black/Non-Hispanic,Male,12TH GRADE,Divorced,South,2010,20185,3.9247597609561753
1087,5,46,Non-Black/Non-Hispanic,Female,7TH YEAR COLLEGE,Married,North Central,2000,36555,6.186852589641434
1087,5,46,Non-Black/Non-Hispanic,Female,7TH YEAR COLLEGE,Married,North Central,2002,12000,5.480178064516129
1087,5,46,Non-Black/Non-Hispanic,Female,7TH YEAR COLLEGE,Married,North Central,2004,0,4.845420000000001
1087,5,46,Non-Black/Non-Hispanic,Female,7TH YEAR COLLEGE,Married,North Central,2006,0,4.76882
1087,5,46,Non-Black/Non-Hispanic,Female,7TH YEAR COLLEGE,Married,North Central,2008,0,4.556494023904381
1087,5,46,Non-Black/Non-Hispanic,Female,7TH YEAR COLLEGE,Married,North Central,2010,0,3.9247597609561753
1088,5,49,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Married,NA,2000,1200,6.186852589641434
1088,5,49,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Married,NA,2002,1500,5.480178064516129
1088,5,49,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Married,NA,2004,0,4.845420000000001
1088,5,49,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Married,NA,2006,0,4.76882
1088,5,49,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Married,NA,2008,0,4.556494023904381
1088,5,49,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Married,NA,2010,0,3.9247597609561753
1096,1,52,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2000,27000,6.186852589641434
1096,1,52,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2002,28000,5.480178064516129
1096,1,52,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2004,35000,4.845420000000001
1096,1,52,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2006,48000,4.76882
1096,1,52,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2008,52000,4.556494023904381
1096,1,52,Non-Black/Non-Hispanic,Male,11TH GRADE,Married,South,2010,50000,3.9247597609561753
1097,1,52,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2000,46000,6.186852589641434
1097,1,52,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2002,50000,5.480178064516129
1097,1,52,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2004,50000,4.845420000000001
1097,1,52,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2006,59000,4.76882
1097,1,52,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2008,60000,4.556494023904381
1097,1,52,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2010,67000,3.9247597609561753
1104,5,52,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2000,32000,6.186852589641434
1104,5,52,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2002,35000,5.480178064516129
1104,5,52,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2004,50000,4.845420000000001
1104,5,52,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2006,90000,4.76882
1104,5,52,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2008,40000,4.556494023904381
1104,5,52,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2010,50000,3.9247597609561753
1105,5,48,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Married,South,2000,31500,6.186852589641434
1105,5,48,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Married,South,2002,37000,5.480178064516129
1105,5,48,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Married,South,2004,49000,4.845420000000001
1105,5,48,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Married,South,2006,61000,4.76882
1105,5,48,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Married,South,2008,58000,4.556494023904381
1105,5,48,Non-Black/Non-Hispanic,Female,6TH YEAR COLLEGE,Married,South,2010,72000,3.9247597609561753
1106,5,45,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,West,2000,38000,6.186852589641434
1106,5,45,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,West,2002,25000,5.480178064516129
1106,5,45,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,West,2004,32000,4.845420000000001
1106,5,45,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,West,2006,35000,4.76882
1106,5,45,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,West,2008,70000,4.556494023904381
1106,5,45,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,West,2010,70000,3.9247597609561753
1107,1,52,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2000,48000,6.186852589641434
1107,1,52,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2002,65000,5.480178064516129
1107,1,52,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2004,76000,4.845420000000001
1107,1,52,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2006,98000,4.76882
1107,1,52,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2008,105000,4.556494023904381
1107,1,52,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2010,106000,3.9247597609561753
1109,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2000,0,6.186852589641434
1109,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2002,0,5.480178064516129
1109,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2004,0,4.845420000000001
1109,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2006,0,4.76882
1109,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2008,0,4.556494023904381
1109,1,47,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2010,0,3.9247597609561753
1111,5,53,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2000,40000,6.186852589641434
1111,5,53,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2002,44000,5.480178064516129
1111,5,53,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2004,46000,4.845420000000001
1111,5,53,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2006,44000,4.76882
1111,5,53,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2008,2600,4.556494023904381
1111,5,53,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2010,72000,3.9247597609561753
1112,6,45,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2000,15000,6.186852589641434
1112,6,45,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2002,15000,5.480178064516129
1112,6,45,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2004,19000,4.845420000000001
1112,6,45,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2006,19000,4.76882
1112,6,45,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2008,12000,4.556494023904381
1112,6,45,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2010,20000,3.9247597609561753
1114,8,49,Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2000,34000,6.186852589641434
1114,8,49,Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2002,42000,5.480178064516129
1114,8,49,Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2004,62000,4.845420000000001
1114,8,49,Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2006,50000,4.76882
1114,8,49,Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2008,40000,4.556494023904381
1114,8,49,Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2010,42000,3.9247597609561753
1116,8,49,Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2000,18000,6.186852589641434
1116,8,49,Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2002,15000,5.480178064516129
1116,8,49,Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2004,28000,4.845420000000001
1116,8,49,Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2006,30000,4.76882
1116,8,49,Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2008,29000,4.556494023904381
1116,8,49,Hispanic,Female,2ND YEAR COLLEGE,Divorced,South,2010,32000,3.9247597609561753
1117,8,47,Hispanic,Female,12TH GRADE,Married,South,2000,72000,6.186852589641434
1117,8,47,Hispanic,Female,12TH GRADE,Married,South,2002,36000,5.480178064516129
1117,8,47,Hispanic,Female,12TH GRADE,Married,South,2004,40000,4.845420000000001
1117,8,47,Hispanic,Female,12TH GRADE,Married,South,2006,40000,4.76882
1117,8,47,Hispanic,Female,12TH GRADE,Married,South,2008,45000,4.556494023904381
1117,8,47,Hispanic,Female,12TH GRADE,Married,South,2010,50000,3.9247597609561753
1118,8,47,Hispanic,Female,12TH GRADE,Married,South,2000,20000,6.186852589641434
1118,8,47,Hispanic,Female,12TH GRADE,Married,South,2002,30000,5.480178064516129
1118,8,47,Hispanic,Female,12TH GRADE,Married,South,2004,0,4.845420000000001
1118,8,47,Hispanic,Female,12TH GRADE,Married,South,2006,80000,4.76882
1118,8,47,Hispanic,Female,12TH GRADE,Married,South,2008,0,4.556494023904381
1118,8,47,Hispanic,Female,12TH GRADE,Married,South,2010,26000,3.9247597609561753
1122,4,52,Hispanic,Male,4TH YEAR COLLEGE,Separated,South,2000,55000,6.186852589641434
1122,4,52,Hispanic,Male,4TH YEAR COLLEGE,Separated,South,2002,30000,5.480178064516129
1122,4,52,Hispanic,Male,4TH YEAR COLLEGE,Separated,South,2004,60000,4.845420000000001
1122,4,52,Hispanic,Male,4TH YEAR COLLEGE,Separated,South,2006,37000,4.76882
1122,4,52,Hispanic,Male,4TH YEAR COLLEGE,Separated,South,2008,0,4.556494023904381
1122,4,52,Hispanic,Male,4TH YEAR COLLEGE,Separated,South,2010,0,3.9247597609561753
1130,8,50,Hispanic,Female,12TH GRADE,Married,South,2000,32000,6.186852589641434
1130,8,50,Hispanic,Female,12TH GRADE,Married,South,2002,32000,5.480178064516129
1130,8,50,Hispanic,Female,12TH GRADE,Married,South,2004,0,4.845420000000001
1130,8,50,Hispanic,Female,12TH GRADE,Married,South,2006,5000,4.76882
1130,8,50,Hispanic,Female,12TH GRADE,Married,South,2008,12000,4.556494023904381
1130,8,50,Hispanic,Female,12TH GRADE,Married,South,2010,14000,3.9247597609561753
1131,8,50,Hispanic,Female,12TH GRADE,Divorced,South,2000,32000,6.186852589641434
1131,8,50,Hispanic,Female,12TH GRADE,Divorced,South,2002,31000,5.480178064516129
1131,8,50,Hispanic,Female,12TH GRADE,Divorced,South,2004,33000,4.845420000000001
1131,8,50,Hispanic,Female,12TH GRADE,Divorced,South,2006,37000,4.76882
1131,8,50,Hispanic,Female,12TH GRADE,Divorced,South,2008,39000,4.556494023904381
1131,8,50,Hispanic,Female,12TH GRADE,Divorced,South,2010,41000,3.9247597609561753
1132,8,47,Hispanic,Female,12TH GRADE,Divorced,South,2000,28000,6.186852589641434
1132,8,47,Hispanic,Female,12TH GRADE,Divorced,South,2002,32000,5.480178064516129
1132,8,47,Hispanic,Female,12TH GRADE,Divorced,South,2004,23000,4.845420000000001
1132,8,47,Hispanic,Female,12TH GRADE,Divorced,South,2006,28000,4.76882
1132,8,47,Hispanic,Female,12TH GRADE,Divorced,South,2008,307823,4.556494023904381
1132,8,47,Hispanic,Female,12TH GRADE,Divorced,South,2010,35000,3.9247597609561753
1134,1,46,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2000,45000,6.186852589641434
1134,1,46,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2002,44000,5.480178064516129
1134,1,46,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2004,52000,4.845420000000001
1134,1,46,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2006,53000,4.76882
1134,1,46,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2008,40000,4.556494023904381
1134,1,46,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Married,South,2010,45000,3.9247597609561753
1138,1,53,Non-Black/Non-Hispanic,Male,8TH YEAR COLLEGE OR MORE,Divorced,South,2000,100000,6.186852589641434
1138,1,53,Non-Black/Non-Hispanic,Male,8TH YEAR COLLEGE OR MORE,Divorced,South,2002,36000,5.480178064516129
1138,1,53,Non-Black/Non-Hispanic,Male,8TH YEAR COLLEGE OR MORE,Divorced,South,2004,95000,4.845420000000001
1138,1,53,Non-Black/Non-Hispanic,Male,8TH YEAR COLLEGE OR MORE,Divorced,South,2006,58000,4.76882
1138,1,53,Non-Black/Non-Hispanic,Male,8TH YEAR COLLEGE OR MORE,Divorced,South,2008,125000,4.556494023904381
1138,1,53,Non-Black/Non-Hispanic,Male,8TH YEAR COLLEGE OR MORE,Divorced,South,2010,90000,3.9247597609561753
1139,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,South,2000,59145,6.186852589641434
1139,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,South,2002,59000,5.480178064516129
1139,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,South,2004,49000,4.845420000000001
1139,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,South,2006,60000,4.76882
1139,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,South,2008,87000,4.556494023904381
1139,5,48,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Never Married,South,2010,60000,3.9247597609561753
1140,5,52,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2000,36000,6.186852589641434
1140,5,52,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2002,0,5.480178064516129
1140,5,52,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2004,0,4.845420000000001
1140,5,52,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2006,0,4.76882
1140,5,52,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2008,0,4.556494023904381
1140,5,52,Non-Black/Non-Hispanic,Female,4TH YEAR COLLEGE,Married,South,2010,0,3.9247597609561753
1143,1,50,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,South,2000,216200,6.186852589641434
1143,1,50,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,South,2002,236000,5.480178064516129
1143,1,50,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,South,2004,265933,4.845420000000001
1143,1,50,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,South,2006,279816,4.76882
1143,1,50,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,South,2008,307823,4.556494023904381
1143,1,50,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Married,South,2010,312324,3.9247597609561753
1144,1,48,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,South,2000,216200,6.186852589641434
1144,1,48,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,South,2002,0,5.480178064516129
1144,1,48,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,South,2004,92000,4.845420000000001
1144,1,48,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,South,2006,279816,4.76882
1144,1,48,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,South,2008,150000,4.556494023904381
1144,1,48,Non-Black/Non-Hispanic,Male,4TH YEAR COLLEGE,Never Married,South,2010,312324,3.9247597609561753
1147,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,South,2000,0,6.186852589641434
1147,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,South,2002,0,5.480178064516129
1147,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,South,2004,0,4.845420000000001
1147,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,South,2006,6500,4.76882
1147,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,South,2008,20000,4.556494023904381
1147,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Divorced,South,2010,24000,3.9247597609561753
1148,3,52,Black,Male,12TH GRADE,Divorced,South,2000,48000,6.186852589641434
1148,3,52,Black,Male,12TH GRADE,Divorced,South,2002,15027,5.480178064516129
1148,3,52,Black,Male,12TH GRADE,Divorced,South,2004,16000,4.845420000000001
1148,3,52,Black,Male,12TH GRADE,Divorced,South,2006,31000,4.76882
1148,3,52,Black,Male,12TH GRADE,Divorced,South,2008,31367,4.556494023904381
1148,3,52,Black,Male,12TH GRADE,Divorced,South,2010,21000,3.9247597609561753
1153,3,46,Black,Male,10TH GRADE,Never Married,South,2000,3200,6.186852589641434
1153,3,46,Black,Male,10TH GRADE,Never Married,South,2002,5000,5.480178064516129
1153,3,46,Black,Male,10TH GRADE,Never Married,South,2004,12000,4.845420000000001
1153,3,46,Black,Male,10TH GRADE,Never Married,South,2006,2300,4.76882
1153,3,46,Black,Male,10TH GRADE,Never Married,South,2008,2000,4.556494023904381
1153,3,46,Black,Male,10TH GRADE,Never Married,South,2010,3400,3.9247597609561753
1155,7,48,Black,Female,3RD YEAR COLLEGE,Married,South,2000,43000,6.186852589641434
1155,7,48,Black,Female,3RD YEAR COLLEGE,Married,South,2002,46000,5.480178064516129
1155,7,48,Black,Female,3RD YEAR COLLEGE,Married,South,2004,51000,4.845420000000001
1155,7,48,Black,Female,3RD YEAR COLLEGE,Married,South,2006,52000,4.76882
1155,7,48,Black,Female,3RD YEAR COLLEGE,Married,South,2008,66500,4.556494023904381
1155,7,48,Black,Female,3RD YEAR COLLEGE,Married,South,2010,58000,3.9247597609561753
1156,3,52,Black,Male,12TH GRADE,Never Married,South,2000,24000,6.186852589641434
1156,3,52,Black,Male,12TH GRADE,Never Married,South,2002,22,5.480178064516129
1156,3,52,Black,Male,12TH GRADE,Never Married,South,2004,10000,4.845420000000001
1156,3,52,Black,Male,12TH GRADE,Never Married,South,2006,25000,4.76882
1156,3,52,Black,Male,12TH GRADE,Never Married,South,2008,30000,4.556494023904381
1156,3,52,Black,Male,12TH GRADE,Never Married,South,2010,32000,3.9247597609561753
1157,7,49,Black,Female,4TH YEAR COLLEGE,Married,South,2000,39000,6.186852589641434
1157,7,49,Black,Female,4TH YEAR COLLEGE,Married,South,2002,41000,5.480178064516129
1157,7,49,Black,Female,4TH YEAR COLLEGE,Married,South,2004,59000,4.845420000000001
1157,7,49,Black,Female,4TH YEAR COLLEGE,Married,South,2006,63000,4.76882
1157,7,49,Black,Female,4TH YEAR COLLEGE,Married,South,2008,67800,4.556494023904381
1157,7,49,Black,Female,4TH YEAR COLLEGE,Married,South,2010,68000,3.9247597609561753
1158,7,49,Black,Female,2ND YEAR COLLEGE,Divorced,South,2000,26000,6.186852589641434
1158,7,49,Black,Female,2ND YEAR COLLEGE,Divorced,South,2002,26000,5.480178064516129
1158,7,49,Black,Female,2ND YEAR COLLEGE,Divorced,South,2004,25000,4.845420000000001
1158,7,49,Black,Female,2ND YEAR COLLEGE,Divorced,South,2006,31000,4.76882
1158,7,49,Black,Female,2ND YEAR COLLEGE,Divorced,South,2008,40000,4.556494023904381
1158,7,49,Black,Female,2ND YEAR COLLEGE,Divorced,South,2010,35000,3.9247597609561753
1159,7,47,Black,Female,4TH YEAR COLLEGE,Married,South,2000,30000,6.186852589641434
1159,7,47,Black,Female,4TH YEAR COLLEGE,Married,South,2002,35000,5.480178064516129
1159,7,47,Black,Female,4TH YEAR COLLEGE,Married,South,2004,37000,4.845420000000001
1159,7,47,Black,Female,4TH YEAR COLLEGE,Married,South,2006,30000,4.76882
1159,7,47,Black,Female,4TH YEAR COLLEGE,Married,South,2008,31000,4.556494023904381
1159,7,47,Black,Female,4TH YEAR COLLEGE,Married,South,2010,20000,3.9247597609561753
1160,7,46,Black,Female,3RD YEAR COLLEGE,Married,South,2000,20000,6.186852589641434
1160,7,46,Black,Female,3RD YEAR COLLEGE,Married,South,2002,18,5.480178064516129
1160,7,46,Black,Female,3RD YEAR COLLEGE,Married,South,2004,40000,4.845420000000001
1160,7,46,Black,Female,3RD YEAR COLLEGE,Married,South,2006,20000,4.76882
1160,7,46,Black,Female,3RD YEAR COLLEGE,Married,South,2008,12000,4.556494023904381
1160,7,46,Black,Female,3RD YEAR COLLEGE,Married,South,2010,14000,3.9247597609561753
1161,7,52,Black,Female,12TH GRADE,Divorced,South,2000,0,6.186852589641434
1161,7,52,Black,Female,12TH GRADE,Divorced,South,2002,0,5.480178064516129
1161,7,52,Black,Female,12TH GRADE,Divorced,South,2004,0,4.845420000000001
1161,7,52,Black,Female,12TH GRADE,Divorced,South,2006,0,4.76882
1161,7,52,Black,Female,12TH GRADE,Divorced,South,2008,0,4.556494023904381
1161,7,52,Black,Female,12TH GRADE,Divorced,South,2010,0,3.9247597609561753
1163,6,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2000,15000,6.186852589641434
1163,6,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2002,20000,5.480178064516129
1163,6,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2004,26000,4.845420000000001
1163,6,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2006,25000,4.76882
1163,6,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2008,21000,4.556494023904381
1163,6,51,Non-Black/Non-Hispanic,Female,2ND YEAR COLLEGE,Married,South,2010,14000,3.9247597609561753
1164,6,49,Non-Black/Non-Hispanic,Female,8TH GRADE,Married,South,2000,0,6.186852589641434
1164,6,49,Non-Black/Non-Hispanic,Female,8TH GRADE,Married,South,2002,0,5.480178064516129
1164,6,49,Non-Black/Non-Hispanic,Female,8TH GRADE,Married,South,2004,0,4.845420000000001
1164,6,49,Non-Black/Non-Hispanic,Female,8TH GRADE,Married,South,2006,0,4.76882
1164,6,49,Non-Black/Non-Hispanic,Female,8TH GRADE,Married,South,2008,0,4.556494023904381
1164,6,49,Non-Black/Non-Hispanic,Female,8TH GRADE,Married,South,2010,0,3.9247597609561753
1166,7,48,Black,Female,2ND YEAR COLLEGE,Married,South,2000,50000,6.186852589641434
1166,7,48,Black,Female,2ND YEAR COLLEGE,Married,South,2002,22000,5.480178064516129
1166,7,48,Black,Female,2ND YEAR COLLEGE,Married,South,2004,20000,4.845420000000001
1166,7,48,Black,Female,2ND YEAR COLLEGE,Married,South,2006,20609,4.76882
1166,7,48,Black,Female,2ND YEAR COLLEGE,Married,South,2008,21000,4.556494023904381
1166,7,48,Black,Female,2ND YEAR COLLEGE,Married,South,2010,23000,3.9247597609561753
1169,1,51,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2000,36680,6.186852589641434
1169,1,51,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2002,35000,5.480178064516129
1169,1,51,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2004,0,4.845420000000001
1169,1,51,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2006,130000,4.76882
1169,1,51,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2008,70000,4.556494023904381
1169,1,51,Non-Black/Non-Hispanic,Male,12TH GRADE,Married,South,2010,30000,3.9247597609561753
1170,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2000,0,6.186852589641434
1170,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2002,0,5.480178064516129
1170,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2004,0,4.845420000000001
1170,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2006,0,4.76882
1170,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2008,0,4.556494023904381
1170,5,48,Non-Black/Non-Hispanic,Female,12TH GRADE,Married,South,2010,0,3.9247597609561753
1171,1,48,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2000,125000,6.186852589641434
1171,1,48,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2002,72000,5.480178064516129
1171,1,48,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2004,51500,4.845420000000001
1171,1,48,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2006,56000,4.76882
1171,1,48,Non-Black/Non-Hispanic,Male,2ND YEAR COLLEGE,Never Married,South,2008,36000,4.556494023904381
