"","Case_ID","Sample_ID","Income_2000","Income_2002","Income_2004","Income_2006","Income_2008","Income_2010","Age_2010","Race","Sex","Highest_Grade_Completed","Marital_Status","Region"
"699",1312,5,11000,15000,18000,18000,23000,17000,52,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"700",1315,1,216200,236000,265933,279816,307823,312324,45,"Non-Black/Non-Hispanic","Male","3RD YEAR COLLEGE","Married","South"
"701",1316,1,15000,17100,17000,0,0,25000,48,"Non-Black/Non-Hispanic","Male","10TH GRADE","Married","South"
"702",1318,1,32000,32000,35000,37000,37000,37000,53,"Non-Black/Non-Hispanic","Male","8TH GRADE","Never Married","South"
"703",1319,1,40000,47000,47000,43000,42000,39000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"704",1320,1,53000,71000,72000,78000,94000,83000,52,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Divorced","South"
"705",1321,1,30000,35000,40000,56000,55000,60000,49,"Non-Black/Non-Hispanic","Male","10TH GRADE","Divorced","South"
"706",1323,5,38000,40500,42000,42000,43500,52000,47,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","South"
"707",1324,5,1200,1900,11500,14000,14000,18000,47,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"708",1325,1,125000,236000,130000,80000,1e+05,150000,51,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","West"
"709",1326,5,0,0,0,0,2000,0,47,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","Northeast"
"710",1327,5,22000,37000,46000,53000,77000,96000,48,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Married","South"
"711",1329,1,7000,8000,30000,65500,24900,0,47,"Non-Black/Non-Hispanic","Male","11TH GRADE","Divorced","South"
"712",1330,1,10500,10000,10000,19000,0,0,45,"Non-Black/Non-Hispanic","Male","10TH GRADE","Divorced","South"
"713",1338,1,11000,125000,58000,42000,36000,36000,49,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","North Central"
"714",1341,5,13000,15000,18000,15000,16000,13754,51,"Non-Black/Non-Hispanic","Female","10TH GRADE","Widowed","South"
"715",1342,1,6000,8500,0,0,0,0,51,"Non-Black/Non-Hispanic","Male","10TH GRADE","Divorced","South"
"716",1345,1,55000,62000,55000,65000,75000,70000,51,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"717",1347,5,110500,236000,135000,279816,150000,75000,48,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"718",1349,1,36000,50000,50000,25000,48000,53000,48,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Married","South"
"719",1351,1,27000,30000,32000,13000,10000,21000,45,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"720",1352,5,26000,20000,22300,26000,25000,2600,51,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"721",1353,1,40000,48000,52000,20000,0,0,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","South"
"722",1354,1,72000,80000,85000,87000,91000,96000,52,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Married","South"
"723",1356,5,23000,21000,28000,28000,30000,30000,47,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"724",1357,1,28500,30000,32500,38000,40000,45000,52,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"725",1360,5,17000,23000,25000,27000,30000,30000,53,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"726",1361,5,0,11700,0,0,1500,2400,45,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Separated","South"
"727",1362,5,66000,67000,67000,70000,20000,21760,47,"Non-Black/Non-Hispanic","Female","8TH YEAR COLLEGE OR MORE","Married","South"
"728",1363,1,110000,125000,110000,1e+05,1e+05,0,51,"Non-Black/Non-Hispanic","Male","3RD YEAR COLLEGE","Married","North Central"
"729",1366,5,28000,25000,32000,29800,0,30000,51,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","South"
"730",1367,1,0,0,14000,16000,17000,16000,49,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","Northeast"
"731",1368,1,34000,31000,38000,39000,23000,29500,48,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"732",1374,5,0,0,0,15700,3000,12000,46,"Non-Black/Non-Hispanic","Female","5TH YEAR COLLEGE","Married","South"
"733",1376,7,24000,15000,12000,120,0,5000,51,"Black","Female","5TH YEAR COLLEGE","Separated","South"
"734",1379,3,34000,33000,36000,0,35000,57000,46,"Black","Male","3RD YEAR COLLEGE","Married","South"
"735",1381,7,0,0,0,0,0,0,46,"Black","Female","12TH GRADE","Never Married","South"
"736",1383,3,56000,62000,60000,80000,80000,60000,48,"Black","Male","11TH GRADE","Married","South"
"737",1384,3,20000,32000,25000,26000,28000,8000,47,"Black","Male","12TH GRADE","Divorced","South"
"738",1386,3,38000,40000,47000,52000,46000,56000,49,"Black","Male","12TH GRADE","Married","South"
"739",1389,7,21700,38314,47000,51000,56000,66500,46,"Black","Female","6TH YEAR COLLEGE","Married","West"
"740",1390,3,29000,42000,50000,62000,81000,78000,46,"Black","Male","12TH GRADE","Married","West"
"741",1393,2,40000,40000,45000,79000,65000,82000,51,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"742",1394,6,47000,49000,56000,62000,70000,78000,49,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"743",1395,5,46000,55000,65000,63000,66000,68000,46,"Non-Black/Non-Hispanic","Female","8TH YEAR COLLEGE OR MORE","Married","South"
"744",1397,2,40500,40500,42500,45000,22000,53000,52,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"745",1398,6,0,0,0,0,14000,12000,50,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"746",1399,8,36000,39000,40000,45000,63000,66000,47,"Hispanic","Female","2ND YEAR COLLEGE","Divorced","South"
"747",1402,8,69000,85000,84000,1e+05,110000,136000,46,"Hispanic","Female","4TH YEAR COLLEGE","Divorced","South"
"748",1405,4,14000,0,0,4160,4160,3120,48,"Hispanic","Male","9TH GRADE","Separated",NA
"749",1408,1,98700,70000,72000,74500,103000,125000,47,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Divorced","South"
"750",1411,5,17500,3000,0,16000,0,2000,48,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Divorced","South"
"751",1412,5,10000,6000,0,0,5400,0,47,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","South"
"752",1413,4,17000,17000,2000,19000,20000,19000,51,"Hispanic","Male","11TH GRADE","Married","South"
"753",1416,6,50000,55000,0,12000,32000,26000,48,"Non-Black/Non-Hispanic","Female","11TH GRADE","Married","South"
"754",1417,2,19000,24000,21000,31000,32000,34000,45,"Non-Black/Non-Hispanic","Male","10TH GRADE","Married","South"
"755",1418,4,42000,41000,39000,41000,40000,51000,45,"Hispanic","Male","12TH GRADE","Married","South"
"756",1419,8,22000,14000,15000,22000,20400,22984,48,"Hispanic","Female","9TH GRADE","Divorced","South"
"757",1423,5,26900,42000,38000,41000,44000,42000,52,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","South"
"758",1425,1,37000,30000,40000,38000,39000,40000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"759",1427,5,91000,75000,84000,93000,90000,105000,45,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Never Married","South"
"760",1430,1,75000,0,0,0,35000,0,49,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"761",1432,3,27000,32000,35000,42000,60000,52000,49,"Black","Male","4TH YEAR COLLEGE","Married","South"
"762",1433,3,42000,42000,45000,50000,58000,60000,47,"Black","Male","5TH YEAR COLLEGE","Married","South"
"763",1435,7,16000,17000,18000,17000,21000,22000,49,"Black","Female","12TH GRADE","Married","South"
"764",1438,7,14000,10000,25000,27000,38000,31000,46,"Black","Female","12TH GRADE","Never Married","South"
"765",1439,7,0,0,0,0,0,0,48,"Black","Female","12TH GRADE","Widowed","South"
"766",1441,8,24000,21000,15500,29000,37000,15000,46,"Hispanic","Female","7TH GRADE","Never Married","South"
"767",1442,8,20000,25000,42500,45000,52000,47500,46,"Hispanic","Female","12TH GRADE","Married","South"
"768",1443,6,13500,15000,18400,4385,20000,45000,46,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"769",1446,7,35000,42000,35000,47000,72000,62000,46,"Black","Female","12TH GRADE","Married","South"
"770",1450,4,25000,0,0,0,16000,32000,48,"Hispanic","Male","10TH GRADE","Married","South"
"771",1458,1,20000,25100,0,0,0,0,50,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"772",1459,5,25000,36000,45000,40000,50000,50000,45,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Divorced","South"
"773",1464,1,10000,35000,35000,34000,37000,45000,46,"Non-Black/Non-Hispanic","Male","9TH GRADE","Divorced","South"
"774",1465,5,7000,0,2605,4400,2650,0,45,"Non-Black/Non-Hispanic","Female","9TH GRADE","Married","North Central"
"775",1468,1,45000,46000,38480,29000,40000,41000,52,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"776",1470,5,35000,32000,30000,35000,40000,30000,49,"Non-Black/Non-Hispanic","Female","8TH YEAR COLLEGE OR MORE","Married","South"
"777",1471,1,60000,70000,58000,50000,88000,68000,52,"Non-Black/Non-Hispanic","Male","9TH GRADE","Married","South"
"778",1474,5,8760,10000,0,0,13000,0,52,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","South"
"779",1477,1,45000,53000,55000,70000,60000,50000,51,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","South"
"780",1479,1,58000,67000,80000,1e+05,135000,130000,48,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","South"
"781",1480,3,19000,20000,21000,20000,8190,6470,51,"Black","Male","2ND YEAR COLLEGE","Never Married","South"
"782",1481,3,50000,65000,70000,71000,80000,78000,52,"Black","Male","4TH YEAR COLLEGE","Married","South"
"783",1483,7,13000,13000,14000,10000,16000,0,45,"Black","Female","12TH GRADE","Separated","South"
"784",1487,7,20500,23000,29000,45000,48000,56000,47,"Black","Female","12TH GRADE","Married","South"
"785",1488,3,7000,13000,0,0,0,0,52,"Black","Male","12TH GRADE","Never Married","South"
"786",1491,7,45000,47000,36000,39000,48000,0,48,"Black","Female","12TH GRADE","Divorced","South"
"787",1493,5,0,0,0,279816,50000,75000,46,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"788",1495,5,10000,10000,15000,15000,21000,15000,52,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"789",1496,1,72000,87000,78000,92000,110000,109000,49,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","South"
"790",1499,5,9000,12500,19000,16000,17000,12000,52,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"791",1501,1,50000,48000,60000,60000,88000,80000,47,"Non-Black/Non-Hispanic","Male","5TH YEAR COLLEGE","Married","South"
"792",1502,5,6000,4800,1000,12000,20000,24552,46,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","South"
"793",1504,1,216200,236000,265933,279816,307823,312324,52,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","South"
"794",1505,1,32000,43370,42000,40000,45000,54000,51,"Non-Black/Non-Hispanic","Male","3RD YEAR COLLEGE","Married","South"
"795",1507,5,20225,20000,21000,22000,26000,0,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"796",1508,1,35000,35000,32000,35000,37000,200,45,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Divorced","South"
"797",1509,1,6000,9000,23000,25000,28600,1300,51,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","South"
"798",1510,5,23500,26000,26000,26000,26000,27000,46,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Never Married","South"
"799",1511,5,33000,22000,21500,31000,40000,45000,49,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Never Married","South"
"800",1512,5,5500,1200,600,15000,24000,32000,48,"Non-Black/Non-Hispanic","Female","3RD YEAR COLLEGE","Married","South"
"801",1514,5,37000,39000,50000,51000,56000,51000,50,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Divorced","South"
"802",1515,1,65000,64000,90000,67000,85000,312324,48,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"803",1516,7,23869,19282,15000,23300,25600,0,53,"Black","Female","12TH GRADE","Divorced","South"
"804",1520,3,22000,25000,26000,28000,33000,38000,53,"Black","Male","12TH GRADE","Divorced","South"
"805",1521,3,39700,39000,41000,41000,37848,55000,49,"Black","Male","12TH GRADE","Married","South"
"806",1522,7,45000,45000,48000,51300,56000,8000,50,"Black","Female","4TH YEAR COLLEGE","Married","South"
"807",1524,7,10500,8000,9000,800,12337,6000,48,"Black","Female","11TH GRADE","Widowed","South"
"808",1525,5,13000,19000,19000,22000,26000,27000,49,"Non-Black/Non-Hispanic","Female","9TH GRADE","Married","South"
"809",1527,3,21000,24000,25000,28000,30000,26000,52,"Black","Male","12TH GRADE","Married","South"
"810",1528,3,30000,35000,27500,27000,0,0,50,"Black","Male","10TH GRADE","Divorced","West"
"811",1529,7,25000,21600,23560,23000,27000,27000,49,"Black","Female","12TH GRADE","Separated","South"
"812",1530,7,22000,22500,23000,28000,37000,36000,45,"Black","Female","2ND YEAR COLLEGE","Married","South"
"813",1531,5,22000,29000,27648,26000,34000,30000,47,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","South"
"814",1532,5,15000,6656,1500,17407,22728,23000,45,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","South"
"815",1533,8,0,1200,0,0,0,0,47,"Hispanic","Female","12TH GRADE","Divorced","West"
"816",1534,8,36000,40000,46000,52000,58000,61000,50,"Hispanic","Female","12TH GRADE","Married","West"
"817",1538,8,60000,64000,64000,45000,0,85000,46,"Hispanic","Female","6TH YEAR COLLEGE","Divorced","West"
"818",1539,6,35000,35000,60000,30000,53000,56000,52,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","West"
"819",1540,8,50000,45000,35000,0,80000,62000,47,"Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"820",1541,5,11500,60000,22800,41400,50000,38400,49,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","West"
"821",1542,1,0,0,0,0,0,0,48,"Non-Black/Non-Hispanic","Male","10TH GRADE","Widowed","South"
"822",1547,1,23000,50000,142000,85000,42300,38000,50,"Non-Black/Non-Hispanic","Male","11TH GRADE","Divorced","South"
"823",1548,5,10000,35000,10100,4000,2500,6000,48,"Non-Black/Non-Hispanic","Female","10TH GRADE","Divorced","West"
"824",1549,5,0,0,0,0,0,0,49,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","West"
"825",1551,5,20000,12000,18000,19000,28000,19000,51,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","West"
"826",1552,5,16000,20000,400,9200,14820,23914,52,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"827",1553,5,28200,31000,36000,40000,52000,40000,50,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","West"
"828",1554,1,45000,38000,50000,59000,70000,53000,50,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","South"
"829",1555,1,22000,23000,29000,28352,32100,36000,49,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Never Married","North Central"
"830",1556,1,25485,27358,22876,32176,35043,40394,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","West"
"831",1557,1,0,47000,10000,0,57000,58000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","North Central"
"832",1558,5,8000,32000,4000,12000,0,0,46,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Divorced","South"
"833",1559,5,16000,0,0,0,60000,0,50,"Non-Black/Non-Hispanic","Female","11TH GRADE","Married","North Central"
"834",1564,5,34500,40000,10000,3400,12000,13994,49,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","West"
"835",1566,5,13500,20000,37000,39100,43200,44000,49,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","South"
"836",1569,1,40000,43000,63000,63000,72000,78000,48,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","West"
"837",1571,5,24000,30000,35500,45000,45000,52000,47,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Divorced","West"
"838",1573,4,40000,50000,50000,55000,58000,58000,49,"Hispanic","Male","12TH GRADE","Divorced","West"
"839",1574,1,33000,26000,20000,47000,78000,110000,48,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","West"
"840",1577,1,56900,61000,69000,59000,70000,57000,49,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","West"
"841",1579,5,0,0,0,0,0,0,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Separated","West"
"842",1584,5,32000,41000,43000,0,18000,22297,46,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"843",1585,1,49000,40000,45000,60000,85000,85000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","West"
"844",1586,5,0,13000,1000,54000,62000,62000,46,"Non-Black/Non-Hispanic","Female","8TH YEAR COLLEGE OR MORE","Married","West"
"845",1587,5,16500,18000,19239,27300,31500,30800,49,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"846",1588,1,35000,36000,16500,25000,32000,39000,48,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","West"
"847",1589,5,82000,48000,50000,63000,87000,65000,48,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Never Married","West"
"848",1590,1,20000,6200,13000,16000,21000,19000,48,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","West"
"849",1591,1,16000,16000,16000,7000,0,0,46,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","West"
"850",1592,5,13000,15000,17000,10000,13000,16000,45,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","West"
"851",1593,5,11000,15000,13000,17000,17000,23000,50,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Divorced","West"
"852",1598,5,29000,39000,32000,35000,42000,42000,45,"Non-Black/Non-Hispanic","Female","12TH GRADE","Divorced","West"
"853",1599,5,12000,15000,22400,24000,2229,5000,52,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","West"
"854",1600,6,0,6000,8000,34000,46000,42000,52,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"855",1602,1,40000,36000,68000,90000,0,49000,45,"Non-Black/Non-Hispanic","Male","12TH GRADE","Divorced","West"
"856",1603,1,22000,40000,35000,20000,28000,20410,51,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","West"
"857",1605,5,21600,21000,31111,40000,45000,45000,50,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","West"
"858",1607,5,21000,11000,16000,19200,23000,23900,52,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","West"
"859",1610,5,10000,10000,48000,18000,12000,23000,51,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","West"
"860",1616,5,40000,50000,48000,0,0,0,52,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","West"
"861",1617,5,14121,17000,19000,20000,21000,25000,50,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","West"
"862",1621,5,29,30500,34000,35942,38000,38500,47,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Never Married","West"
"863",1622,1,1e+05,0,45000,60000,0,0,51,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","West"
"864",1623,5,13000,13000,3900,0,1100,3600,50,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Never Married","West"
"865",1624,5,216200,236000,265933,279816,75000,312324,48,"Non-Black/Non-Hispanic","Female","8TH YEAR COLLEGE OR MORE","Never Married","West"
"866",1626,1,60000,55000,68000,73000,68000,70000,47,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Never Married","West"
"867",1627,1,2000,16000,8000,20000,15000,40000,45,"Non-Black/Non-Hispanic","Male","10TH GRADE","Divorced","West"
"868",1628,1,37000,43000,48000,49600,53000,63650,50,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Never Married","North Central"
"869",1629,5,40260,78000,93000,1e+05,90000,64600,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","West"
"870",1630,1,37000,0,32000,0,0,55000,46,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Married","West"
"871",1631,1,67603,60046,64000,85000,153000,145000,47,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Divorced","West"
"872",1632,1,53000,66000,74000,100035,111000,112000,46,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married","West"
"873",1633,5,79000,90000,95000,1e+05,307823,312324,45,"Non-Black/Non-Hispanic","Female","8TH YEAR COLLEGE OR MORE","Never Married","North Central"
"874",1634,5,5000,0,0,0,0,0,49,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"875",1635,1,21000,34000,20000,40000,46600,50343,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","West"
"876",1636,1,46000,48000,46000,56000,59600,38000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","West"
"877",1637,1,25000,12000,24000,15000,40000,25000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","West"
"878",1638,5,6000,11000,6000,6000,18000,19000,50,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Married","West"
"879",1639,5,0,0,0,0,0,0,47,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"880",1640,5,35000,38000,42300,48000,38000,53000,52,"Non-Black/Non-Hispanic","Female","12TH GRADE","Never Married","West"
"881",1642,8,0,7000,4000,75000,19000,19000,45,"Hispanic","Female","2ND YEAR COLLEGE","Widowed","West"
"882",1643,4,36000,0,60000,0,90000,40000,50,"Hispanic","Male","9TH GRADE","Married","West"
"883",1646,8,0,40000,44000,44000,52000,54000,45,"Hispanic","Female","1ST YEAR COLLEGE","Divorced","West"
"884",1649,8,0,0,0,0,0,0,50,"Hispanic","Female","12TH GRADE","Separated","West"
"885",1651,4,117000,236000,18000,279816,307823,312324,46,"Hispanic","Male","12TH GRADE","Married","West"
"886",1655,5,9000,10000,11000,13000,19000,10000,52,"Non-Black/Non-Hispanic","Female","3RD YEAR COLLEGE","Married","West"
"887",1657,5,0,0,0,0,0,0,49,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","West"
"888",1658,5,0,0,0,0,0,0,47,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"889",1659,1,45000,10000,0,26000,34000,38000,46,"Non-Black/Non-Hispanic","Male","2ND YEAR COLLEGE","Divorced","West"
"890",1662,5,8400,1300,0,0,0,0,47,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Widowed","West"
"891",1663,4,3500,28000,2600,0,6800,0,45,"Hispanic","Male","2ND YEAR COLLEGE","Divorced","West"
"892",1666,8,12000,26000,32000,39000,62000,70000,46,"Hispanic","Female","2ND YEAR COLLEGE","Divorced","West"
"893",1670,1,75000,59000,80000,105000,154000,150000,46,"Non-Black/Non-Hispanic","Male","4TH YEAR COLLEGE","Married",NA
"894",1673,1,0,7000,0,10000,17000,4000,52,"Non-Black/Non-Hispanic","Male","11TH GRADE","Married","South"
"895",1675,5,59863,80000,94000,108000,120000,131000,49,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","West"
"896",1676,5,77000,90000,96000,85000,98000,137000,48,"Non-Black/Non-Hispanic","Female","8TH YEAR COLLEGE OR MORE","Married","West"
"897",1677,1,55000,64000,75000,72000,80500,40000,47,"Non-Black/Non-Hispanic","Male","12TH GRADE","Married","West"
"898",1680,5,1000,10000,15000,15000,18400,21950,48,"Non-Black/Non-Hispanic","Female","12TH GRADE","Married","West"
"899",1682,1,0,0,0,0,0,0,48,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Divorced","West"
"900",1685,7,31984,0,0,34000,28000,47000,51,"Black","Female","1ST YEAR COLLEGE","Married","West"
"901",1686,3,0,0,0,0,0,0,50,"Black","Male","11TH GRADE","Never Married","West"
"902",1687,3,0,0,0,0,0,0,48,"Black","Male","10TH GRADE","Never Married","West"
"903",1696,4,30000,30000,39000,43000,52000,48000,47,"Hispanic","Male","12TH GRADE","Married","West"
"904",1698,4,0,0,0,0,0,0,45,"Hispanic","Male","12TH GRADE","Never Married","West"
"905",1704,8,10000,0,14000,0,25000,25000,46,"Hispanic","Female","11TH GRADE","Divorced","West"
"906",1707,5,0,0,0,12000,400,0,49,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"907",1708,1,30000,32000,0,0,1200,400,51,"Non-Black/Non-Hispanic","Male","6TH YEAR COLLEGE","Married","West"
"908",1711,5,9952,5000,0,0,0,0,49,"Non-Black/Non-Hispanic","Female","2ND YEAR COLLEGE","Married","West"
"909",1712,5,250,0,0,0,0,0,52,"Non-Black/Non-Hispanic","Female","5TH YEAR COLLEGE","Married","West"
"910",1714,7,16000,23000,14500,0,0,1049,52,"Black","Female","3RD YEAR COLLEGE","Never Married","South"
"911",1718,3,18000,40000,90000,110000,1e+05,120000,49,"Black","Male","1ST YEAR COLLEGE","Married","West"
"912",1720,7,0,50000,0,45000,60000,60000,49,"Black","Female","6TH YEAR COLLEGE","Married","West"
"913",1721,4,89000,71000,84000,80000,81000,1e+05,51,"Hispanic","Male","12TH GRADE","Married","West"
"914",1727,5,50000,0,0,0,0,0,45,"Non-Black/Non-Hispanic","Female","1ST YEAR COLLEGE","Married","West"
"915",1730,5,0,47649,51000,52000,57000,52000,52,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Divorced","West"
"916",1733,5,98000,72000,87000,115000,130000,127000,48,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"917",1734,5,20000,20000,25000,33000,38000,33000,47,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"918",1735,5,2700,5000,6000,3000,12000,17400,51,"Non-Black/Non-Hispanic","Female","6TH YEAR COLLEGE","Married","West"
"919",1736,5,0,0,0,0,0,0,46,"Non-Black/Non-Hispanic","Female","5TH YEAR COLLEGE","Married","West"
"920",1737,8,55000,76000,46000,0,19000,40000,47,"Hispanic","Female","6TH YEAR COLLEGE","Divorced","West"
"921",1739,1,60000,81600,0,10000,20000,48000,49,"Non-Black/Non-Hispanic","Male","3RD YEAR COLLEGE","Married","West"
"922",1740,5,5000,25000,16000,19000,20000,10500,51,"Non-Black/Non-Hispanic","Female","4TH YEAR COLLEGE","Married","West"
"923",1744,1,52000,52000,55000,60000,63000,70000,49,"Non-Black/Non-Hispanic","Male","1ST YEAR COLLEGE","Married","West"
"924",1745,5,56000,65000,0,0,2000,64000,46,"Non-Black/Non-Hispanic","Female","7TH YEAR COLLEGE","Married","West"
